CHR	POS	SNP	N	EFFECT_ALLELE	NON_EFFECT_ALLELE	EFFECT_ALLELE_FREQ	BETA	SE	r2	r2hat	P_VAL
2	170030353	rs2544390	1467	4	2	0.333333	-0.0002333	0.03936	2.398e-08	0.972	0.9953
2	170030630	rs2390793	1467	4	2	0.0119291	-0.05095	0.1711	6.049e-05	0.392	0.7678
2	170030633	rs3770641	1467	4	1	0.164281	0.09349	0.04961	0.002418	0.84	0.06179
2	170030857	rs6730118	1467	3	1	0.164281	0.09868	0.0496	0.002694	0.834	0.04865
2	170031569	rs4668134	1467	4	1	0.0115883	-0.05669	0.1736	7.279e-05	0.397	0.746
2	170032921	rs2673154	1467	2	1	0.0875937	-0.1186	0.0645	0.002303	0.852	0.06833
2	170033403	rs6713072	1467	4	2	0.435924	-0.01803	0.03781	0.0001552	0.997	0.6363
2	170033542	rs1990842	1467	2	1	0.348671	0.02217	0.03831	0.0002285	0.998	0.5661
2	170034175	rs12614394	1467	3	1	0.337423	0.02552	0.03882	0.0002949	0.883	0.5145
2	170034208	rs10199321	1467	4	2	0.0865712	0.1077	0.06533	0.001851	0.922	0.1023
2	170034482	rs10199676	1467	4	3	0.0845262	0.1048	0.06589	0.001724	0.996	0.1149
2	170036884	rs2389557	1467	3	1	0.452284	0.04722	0.03745	0.001084	0.854	0.2113
2	170040020	rs16856843	1467	1	3	0.0841854	0.1017	0.06599	0.001619	0.87	0.1265
2	170041058	rs16856844	1467	2	1	0.0265849	0.005418	0.1149	1.519e-06	0.732	0.9627
2	170041774	rs4668136	1467	2	4	0.460464	0.02687	0.03725	0.0003549	0.859	0.4745
2	170042375	rs3845732	1467	4	2	0.123722	0.05959	0.05528	0.0007924	0.723	0.2852
2	170045388	rs3755166	1467	1	3	0.396728	0.02767	0.03774	0.0003669	0.804	0.4671
2	170048683	rs700552	1467	2	3	0.356169	0.08929	0.03856	0.003647	0.979	0.02176
2	170049206	rs830955	1467	1	2	0.356169	0.08929	0.03856	0.003647	0.993	0.02176
2	170052577	rs2544371	1467	3	1	0.465576	-0.06481	0.03678	0.002115	0.911	0.08073
2	170054184	rs13002827	1467	2	4	0.178255	-0.02815	0.04744	0.0002402	0.858	0.5563
2	170056209	rs12616998	1467	2	4	0.40593	0.03195	0.03743	0.0004972	0.997	0.3973
2	170056279	rs12613663	1467	4	3	0.405249	0.03249	0.03739	0.0005151	0.998	0.3889
2	170056743	rs12692897	1467	3	1	0.211997	0.004184	0.04509	5.879e-06	0.805	0.9267
2	170057117	rs12692898	1467	3	1	0.405249	0.03249	0.03739	0.0005151	0.968	0.3889
2	170057836	rs13420484	1467	3	1	0.405249	0.03249	0.03739	0.0005151	0.955	0.3889
2	170058360	rs1356056	1467	2	4	0.405249	0.03249	0.03739	0.0005151	0.941	0.3889
2	170058648	rs12692899	1467	1	2	0.405249	0.03249	0.03739	0.0005151	0.924	0.3889
2	170059953	rs12622978	1467	2	1	0.0276074	0.1632	0.1114	0.001463	0.435	0.1463
2	170060742	rs7567342	1467	2	4	0.404908	0.031	0.03738	0.0004692	0.869	0.4109
2	170061749	rs11900616	1467	1	4	0.404908	0.031	0.03738	0.0004692	0.852	0.4109
2	170061865	rs11895060	1467	1	2	0.404908	0.031	0.03738	0.0004692	0.838	0.4109
2	170061887	rs4667601	1467	1	3	0.122359	0.08618	0.05543	0.001647	0.618	0.1232
2	170063854	rs4566330	1467	3	1	0.299932	0.03624	0.04159	0.000518	0.379	0.3876
2	170064442	rs4668139	1467	3	1	0.144513	0.08061	0.05272	0.001593	0.424	0.1296
2	170064665	rs1606797	1467	1	2	0.298569	0.04604	0.0417	0.0008313	0.37	0.2737
2	170070114	rs1399634	1467	4	1	0.109066	-0.001675	0.06131	5.097e-07	0.298	0.9784
2	170074325	rs6716049	1467	1	2	0.341513	-0.04383	0.04125	0.0007701	0.378	0.2921
2	170075309	rs12619539	1467	3	1	0.0160191	0.007854	0.1452	1.998e-06	0.208	0.9572
7	43511971	rs3807518	1467	2	1	0.121677	0.03706	0.05735	0.000285	0.993	0.5216
7	43512117	rs10256312	1467	3	1	0.210634	0.02829	0.04413	0.0002804	0.966	0.525
7	43512161	rs3807517	1467	2	4	0.14758	-0.0003272	0.05278	2.623e-08	0.683	0.9951
7	43515309	rs1181578	1467	4	2	0.220518	-0.02178	0.0453	0.0001578	0.998	0.6334
7	43517495	rs1100405	1467	4	2	0.342195	0.00101	0.03945	4.47e-07	0.996	0.9798
7	43517659	rs1181580	1467	2	4	0.220518	-0.02178	0.0453	0.0001578	0.998	0.6334
7	43518135	rs13222617	1467	1	3	0.207907	0.02191	0.04436	0.0001665	0.998	0.6243
7	43520278	rs861961	1467	2	3	0.220518	-0.02178	0.0453	0.0001578	0.998	0.6334
7	43521623	rs849176	1467	3	1	0.372188	-0.02611	0.03804	0.0003213	0.996	0.4962
7	43523789	rs10225076	1467	3	1	0.207226	0.02026	0.04438	0.0001423	0.973	0.6507
7	43527181	rs849188	1467	2	4	0.372188	-0.02611	0.03804	0.0003213	0.997	0.4962
7	43527975	rs12672864	1467	3	2	0.0777096	0.02836	0.06735	0.000121	0.988	0.6762
7	43528481	rs10245456	1467	3	1	0.121677	0.03706	0.05735	0.000285	0.996	0.5216
7	43531212	rs10265186	1467	1	3	0.207907	0.02191	0.04436	0.0001665	0.999	0.6243
7	43533446	rs849166	1467	1	4	0.372188	-0.02611	0.03804	0.0003213	1	0.4962
7	43534123	rs849167	1467	2	4	0.372188	-0.02611	0.03804	0.0003213	1	0.4962
7	43534753	rs17710589	1467	1	2	0.372188	-0.02611	0.03804	0.0003213	1	0.4962
7	43534830	rs849168	1467	2	4	0.372188	-0.02611	0.03804	0.0003213	1	0.4962
7	43536855	rs17654239	1467	1	2	0.207907	0.02191	0.04436	0.0001665	0.999	0.6243
7	43536944	rs849170	1467	4	2	0.449898	-0.01605	0.03691	0.0001291	0.998	0.6662
7	43538907	rs849172	1467	2	4	0.449898	-0.01605	0.03691	0.0001291	0.998	0.6662
7	43539039	rs10236639	1467	1	3	0.207907	0.02191	0.04436	0.0001665	0.999	0.6243
7	43540338	rs2158951	1467	1	3	0.207907	0.02191	0.04436	0.0001665	0.999	0.6243
7	43541419	rs1181587	1467	2	4	0.334697	-0.01535	0.03996	0.0001007	0.834	0.7033
7	43542012	rs17654257	1467	2	4	0.207907	0.02191	0.04436	0.0001665	0.998	0.6243
7	43542389	rs17710630	1467	4	3	0.207907	0.02191	0.04436	0.0001665	0.997	0.6243
7	43546903	rs13445216	1467	2	4	0.207907	0.02191	0.04436	0.0001665	0.996	0.6243
7	43548373	rs1181592	1467	4	2	0.342195	0.00101	0.03945	4.47e-07	0.996	0.9798
7	43551666	rs11768924	1467	2	4	0.121677	0.03706	0.05735	0.000285	0.997	0.5216
7	43554497	rs13225594	1467	1	3	0.207907	0.02191	0.04436	0.0001665	0.995	0.6243
7	43555145	rs17724202	1467	1	3	0.121677	0.03706	0.05735	0.000285	0.998	0.5216
7	43558102	rs13438566	1467	2	3	0.206885	0.01964	0.04439	0.0001336	0.994	0.6608
7	43558259	rs849179	1467	4	1	0.220518	-0.02178	0.0453	0.0001578	0.995	0.6334
7	43559032	rs10215155	1467	3	4	0.206544	0.02361	0.04448	0.0001923	0.994	0.5986
7	43561013	rs17172246	1467	1	4	0.121677	0.03706	0.05735	0.000285	0.998	0.5216
7	43562151	rs730584	1467	2	4	0.313906	-0.02158	0.03933	0.0002054	0.944	0.5864
7	43562388	rs1181597	1467	2	4	0.426721	0.002015	0.03714	2.01e-06	0.998	0.9571
7	43562683	rs13445843	1467	4	2	0.206885	0.02586	0.04447	0.0002307	0.994	0.5642
7	43562753	rs1181598	1467	2	3	0.221541	-0.02268	0.04537	0.0001705	0.88	0.6202
7	43563134	rs1181599	1467	4	2	0.374233	-0.02945	0.03796	0.0004106	0.998	0.4417
7	43563155	rs1181600	1467	4	2	0.219496	-0.01971	0.04541	0.0001286	0.995	0.6668
7	43563544	rs2529584	1467	1	3	0.219496	-0.01971	0.04541	0.0001286	0.995	0.6668
7	43567457	rs1181601	1467	2	4	0.451602	-0.0173	0.03686	0.0001502	0.999	0.6417
7	43568917	rs1181602	1467	4	3	0.219836	-0.01872	0.0454	0.0001161	0.995	0.6826
7	43569340	rs1181603	1467	3	1	0.426721	0.002015	0.03714	2.01e-06	0.97	0.9571
7	43575223	rs10486752	1467	3	1	0.137696	0.003442	0.05311	2.867e-06	0.899	0.9488
7	43576847	rs1181573	1467	3	1	0.222222	-0.02679	0.04527	0.0002391	0.994	0.5573
7	43577935	rs1181574	1467	2	4	0.299591	-0.006899	0.04096	1.936e-05	0.995	0.8674
7	43579172	rs10229363	1467	3	1	0.206885	0.02086	0.04447	0.0001501	0.999	0.6419
7	43581675	rs10225380	1467	4	2	0.206885	0.02086	0.04447	0.0001501	1	0.6419
7	43583510	rs699510	1467	2	4	0.222563	-0.02557	0.04526	0.0002179	1	0.5753
7	43584004	rs699512	1467	3	1	0.222563	-0.02557	0.04526	0.0002179	1	0.5753
7	43584060	rs10234057	1467	4	2	0.206885	0.02086	0.04447	0.0001501	1	0.6419
7	43594693	rs849161	1467	1	3	0.371847	-0.02568	0.03809	0.0003102	1	0.5038
7	43595092	rs849162	1467	1	3	0.222563	-0.02557	0.04526	0.0002179	1	0.5753
7	43600654	rs849165	1467	1	3	0.493524	-0.008784	0.03695	3.857e-05	1	0.8136
7	43603832	rs1181576	1467	1	3	0.371847	-0.02568	0.03809	0.0003102	0.994	0.5038
7	43604128	rs9632617	1467	2	4	0.121677	0.03706	0.05735	0.000285	0.989	0.5216
7	43606402	rs1306742	1467	4	2	0.2212	-0.03096	0.04528	0.0003191	0.964	0.4977
7	43609604	rs13445685	1467	3	1	0.208248	0.026	0.04444	0.0002335	0.962	0.5619
7	43611684	rs17710774	1467	2	4	0.121677	0.03706	0.05735	0.000285	0.973	0.5216
7	43612751	rs1317916	1467	1	3	0.2212	-0.03096	0.04528	0.0003191	0.948	0.4977
7	43613587	rs2246171	1467	3	1	0.2212	-0.03096	0.04528	0.0003191	0.944	0.4977
7	43614017	rs3094951	1467	3	4	0.2212	-0.03096	0.04528	0.0003191	0.941	0.4977
7	43615357	rs3107888	1467	4	1	0.222563	-0.02557	0.04526	0.0002179	0.944	0.5753
7	43616024	rs2690381	1467	4	2	0.310498	-0.01086	0.03944	5.172e-05	0.898	0.7849
7	43617707	rs2282922	1467	2	4	0.222563	-0.02557	0.04526	0.0002179	0.936	0.5753
7	43619184	rs2730625	1467	2	4	0.222563	-0.02557	0.04526	0.0002179	0.932	0.5753
7	43620949	rs589570	1467	1	3	0.371847	-0.02568	0.03809	0.0003102	0.954	0.5038
7	43623537	rs4724243	1467	4	3	0.121677	0.03706	0.05735	0.000285	0.93	0.5216
7	43623699	rs2730604	1467	2	1	0.220177	-0.02785	0.04558	0.0002548	0.899	0.5445
7	43623752	rs645853	1467	1	3	0.375937	-0.01852	0.03814	0.0001609	0.943	0.6302
7	43626844	rs12672084	1467	1	3	0.0770279	0.03821	0.06756	0.0002183	0.899	0.5749
7	43636924	rs2528366	1467	4	2	0.322768	-0.006788	0.03919	2.048e-05	0.945	0.8636
7	43637295	rs10259223	1467	2	1	0.0760055	0.03186	0.06789	0.0001503	0.866	0.6417
7	43638444	rs11762596	1467	4	2	0.178937	-0.007097	0.04852	1.46e-05	0.897	0.8847
7	43638473	rs620833	1467	3	2	0.324813	-0.0006773	0.03912	2.046e-07	0.978	0.9863
7	43638699	rs10250233	1467	2	4	0.0756646	0.02678	0.068	0.0001059	0.857	0.6961
7	43639771	rs10238840	1467	3	2	0.208589	0.02371	0.04444	0.0001943	0.875	0.5967
7	43643353	rs10951743	1467	2	4	0.465576	0.02301	0.03652	0.0002708	0.912	0.5322
7	43644926	rs627932	1467	2	1	0.324813	-0.0006773	0.03912	2.046e-07	0.989	0.9863
7	43646630	rs609979	1467	1	2	0.324813	-0.0006773	0.03912	2.046e-07	0.993	0.9863
7	43646980	rs598042	1467	2	1	0.324813	-0.0006773	0.03912	2.046e-07	0.986	0.9863
7	43647991	rs1181535	1467	3	1	0.324813	-0.0006773	0.03912	2.046e-07	0.978	0.9863
7	43649415	rs11978752	1467	2	3	0.0756646	0.02678	0.068	0.0001059	0.826	0.6961
7	43651223	rs586475	1467	1	2	0.211997	-0.02997	0.04602	0.0002893	0.832	0.5185
7	43651790	rs13438039	1467	4	3	0.206885	0.02053	0.04447	0.0001454	0.846	0.6472
7	43652514	rs1181531	1467	4	2	0.498296	-0.005876	0.037	1.722e-05	0.886	0.8748
7	43652951	rs614737	1467	1	4	0.324813	-0.0006773	0.03912	2.046e-07	0.932	0.9863
7	43653078	rs1181529	1467	2	4	0.497614	-0.006238	0.03695	1.946e-05	0.864	0.867
7	43655974	rs11768969	1467	4	2	0.169734	-0.00673	0.04996	1.239e-05	0.852	0.8937
7	43659089	rs757859	1467	2	4	0.497955	-0.001256	0.03702	7.857e-07	0.862	0.9732
7	43660399	rs4724249	1467	1	3	0.168712	-0.008598	0.05002	2.017e-05	0.849	0.8646
7	43661716	rs2079418	1467	2	4	0.324813	-0.0006773	0.03912	2.046e-07	0.896	0.9863
7	43663123	rs2730634	1467	1	3	0.322768	-0.001236	0.03907	6.829e-07	0.872	0.975
7	43663231	rs4724250	1467	1	2	0.158487	-0.008215	0.05148	1.738e-05	0.842	0.8743
7	43663619	rs604060	1467	1	3	0.271643	-0.02443	0.04197	0.0002312	0.775	0.5638
7	43678959	rs2690387	1467	1	3	0.480573	0.01114	0.03757	6.002e-05	0.848	0.7687
7	43679753	rs670573	1467	3	1	0.040559	-0.02137	0.09314	3.593e-05	0.488	0.82
7	43683922	rs2730610	1467	1	3	0.46728	-0.02505	0.03797	0.000297	0.78	0.5129
7	43684970	rs2528399	1467	4	2	0.317996	0.03782	0.03979	0.0006163	0.879	0.3459
7	43687382	rs2730613	1467	2	1	0.318337	0.03918	0.03986	0.0006592	0.935	0.3297
7	43688282	rs2730614	1467	1	3	0.475119	0.008232	0.03772	3.251e-05	0.956	0.8286
7	43689731	rs2232109	1467	1	3	0.131561	0.05516	0.05452	0.0006983	0.732	0.3157
7	43689967	rs2232108	1467	3	4	0.475119	0.008232	0.03772	3.251e-05	0.977	0.8286
7	43690213	rs2232106	1467	2	4	0.0167007	0.09921	0.1453	0.000318	0.501	0.4984
7	43690253	rs2232105	1467	1	3	0.474438	0.006999	0.03767	2.356e-05	0.999	0.8538
7	43692506	rs2730616	1467	2	4	0.347648	-0.0457	0.04	0.0008899	0.996	0.2574
7	43693665	rs2528398	1467	1	3	0.347648	-0.0457	0.04	0.0008899	0.998	0.2574
7	43697641	rs2528395	1467	3	4	0.474097	0.01057	0.03759	5.393e-05	0.994	0.7804
7	43701032	rs2730617	1467	2	4	0.342536	-0.03895	0.04015	0.000642	0.96	0.3361
7	43704015	rs4724254	1467	2	4	0.156442	-0.04296	0.05108	0.0004827	0.991	0.4042
7	43705577	rs2528392	1467	3	1	0.314928	0.05014	0.03971	0.001087	0.996	0.2106
7	43706150	rs2956425	1467	3	4	0.314928	0.05014	0.03971	0.001087	1	0.2106
7	43706902	rs12670465	1467	3	1	0.314928	0.05014	0.03971	0.001087	1	0.2106
7	43707063	rs10951744	1467	2	4	0.156783	-0.04252	0.05092	0.0004757	0.996	0.4077
7	43708214	rs12667245	1467	4	3	0.0105658	-0.08575	0.1816	0.0001522	0.38	0.6395
7	43708541	rs12669609	1467	2	4	0.0105658	-0.08575	0.1816	0.0001522	0.38	0.6395
7	43709601	rs17711008	1467	2	3	0.199046	-0.05032	0.04696	0.0007834	0.996	0.2879
7	43712508	rs2730621	1467	1	2	0.314928	0.05014	0.03971	0.001087	0.999	0.2106
7	43716809	rs2730623	1467	2	3	0.315269	0.05146	0.03965	0.001148	1	0.1982
7	43716957	rs11768707	1467	3	4	0.156783	-0.04252	0.05092	0.0004757	1	0.4077
7	43718081	rs2251245	1467	3	4	0.314928	0.05014	0.03971	0.001087	0.991	0.2106
7	43731749	rs6977217	1467	1	3	0.357873	-0.05019	0.03982	0.001083	0.87	0.2114
7	43737457	rs724130	1467	1	3	0.314928	0.05014	0.03971	0.001087	0.977	0.2106
7	43738086	rs726873	1467	2	4	0.156783	-0.04252	0.05092	0.0004757	0.999	0.4077
7	43740470	rs4724257	1467	4	2	0.157123	-0.04187	0.05076	0.0004641	1	0.4134
7	43742897	rs17724605	1467	1	3	0.311861	0.0476	0.0397	0.0009805	0.796	0.2345
7	43748841	rs2527809	1467	3	1	0.366394	-0.03739	0.0398	0.000602	0.701	0.3516
7	43753658	rs10281021	1467	3	1	0.120654	0.05696	0.05638	0.0006961	0.676	0.3165
7	43753780	rs2595644	1467	4	3	0.322768	0.04551	0.03953	0.0009038	0.72	0.2537
7	43754274	rs2527811	1467	2	1	0.324813	0.04244	0.03947	0.0007886	0.695	0.2863
7	43755379	rs929380	1467	4	2	0.31152	0.0521	0.03975	0.001171	0.681	0.1938
7	43755581	rs2074728	1467	2	3	0.309816	0.04659	0.04004	0.0009237	0.692	0.2485
7	43755722	rs2074727	1467	2	1	0.310498	0.05398	0.03985	0.001251	0.67	0.1793
7	43756980	rs2595650	1467	3	1	0.482618	0.02088	0.0374	0.0002126	0.699	0.5799
7	43757277	rs2527812	1467	1	3	0.357532	-0.03393	0.04001	0.0004907	0.636	0.4004
7	43757494	rs2527813	1467	3	1	0.482277	0.02074	0.03743	0.0002095	0.692	0.5827
7	43758585	rs10229021	1467	2	4	0.120995	0.05026	0.05634	0.000543	0.669	0.3764
7	43758758	rs2528371	1467	2	1	0.32379	0.04483	0.03956	0.0008758	0.665	0.2612
7	43759037	rs17711128	1467	2	1	0.154397	-0.05147	0.05109	0.0006923	0.941	0.3178
7	43759058	rs17654740	1467	3	1	0.154056	-0.0549	0.05111	0.0007867	0.94	0.2869
7	43761189	rs1859620	1467	3	2	0.153715	-0.05389	0.05114	0.0007573	0.938	0.2961
7	43761242	rs2256294	1467	3	1	0.316633	0.04518	0.04013	0.0008642	0.654	0.2644
7	43762617	rs11770228	1467	1	3	0.153033	-0.05046	0.05133	0.0006591	0.937	0.3297
7	43762635	rs6463211	1467	4	2	0.461486	0.02549	0.0378	0.0003104	0.681	0.5036
7	43765666	rs1045398	1467	3	2	0.154056	-0.04844	0.05112	0.0006126	0.935	0.3474
7	43769665	rs4724261	1467	1	2	0.15576	-0.04607	0.05099	0.0005569	0.873	0.3703
7	43770315	rs1894752	1467	2	4	0.362986	-0.03467	0.0401	0.0005097	0.568	0.3914
7	43773824	rs7807759	1467	1	3	0.461827	0.02278	0.03766	0.0002496	0.643	0.5487
7	43780940	rs4720464	1467	1	3	0.156101	-0.05087	0.05083	0.000683	0.933	0.3211
7	43785104	rs4724263	1467	1	2	0.133265	-0.02807	0.0545	0.000181	0.793	0.6096
7	43836995	rs4454202	1467	1	3	0.101227	0.1126	0.06005	0.002393	0.546	0.06319
7	43844775	rs6979131	1467	4	2	0.297205	0.01208	0.04071	6.012e-05	0.74	0.7685
7	43855482	rs10228823	1467	2	1	0.271643	-0.01584	0.04175	9.821e-05	0.987	0.7068
7	43858775	rs4724276	1467	2	4	0.17621	-0.05032	0.04852	0.0007336	0.981	0.3038
7	43860474	rs17136005	1467	3	1	0.271643	-0.01584	0.04175	9.821e-05	1	0.7068
7	43860511	rs7793194	1467	4	2	0.271643	-0.01584	0.04175	9.821e-05	1	0.7068
7	43861635	rs10261516	1467	3	2	0.271643	-0.01584	0.04175	9.821e-05	0.997	0.7068
7	43864093	rs7801485	1467	2	4	0.271643	-0.01584	0.04175	9.821e-05	0.991	0.7068
7	43865963	rs10951755	1467	4	3	0.175869	-0.05071	0.04853	0.0007446	0.99	0.3002
7	43869239	rs11766481	1467	3	4	0.175869	-0.05071	0.04853	0.0007446	0.993	0.3002
7	43870050	rs4724277	1467	2	1	0.271302	-0.0161	0.04175	0.0001015	0.974	0.7022
7	43871382	rs11773481	1467	4	2	0.175869	-0.05071	0.04853	0.0007446	1	0.3002
7	43872105	rs4582459	1467	4	2	0.0753238	0.06493	0.06809	0.0006203	0.707	0.3444
7	43873313	rs10951756	1467	4	3	0.175869	-0.05071	0.04853	0.0007446	0.994	0.3002
7	43875277	rs11767165	1467	2	4	0.267894	-0.01751	0.04187	0.0001194	0.908	0.6783
7	43876180	rs6463216	1467	1	3	0.267553	-0.01809	0.04186	0.0001274	0.905	0.6683
7	43885769	rs7778745	1467	3	1	0.270279	-0.01449	0.04174	8.223e-05	0.83	0.7307
7	43886113	rs3218660	1467	4	3	0.267212	-0.0185	0.04193	0.0001328	0.898	0.6618
7	43887491	rs6955679	1467	1	3	0.175869	-0.05071	0.04853	0.0007446	0.983	0.3002
7	43888669	rs1139270	1467	4	2	0.320041	-0.02871	0.04197	0.0003194	0.453	0.4975
7	43890004	rs10270623	1467	2	4	0.091002	0.04177	0.06222	0.0003076	0.753	0.5056
7	43891100	rs11768442	1467	1	3	0.175528	-0.05104	0.04855	0.0007539	0.981	0.2972
7	43894355	rs4640970	1467	4	2	0.380027	0.0571	0.04049	0.001356	0.452	0.1621
7	43894455	rs17132321	1467	3	1	0.265849	-0.01759	0.04192	0.0001202	0.882	0.6773
7	43894533	rs17132330	1467	4	2	0.174165	-0.04699	0.04862	0.0006372	0.98	0.3379
7	43895176	rs3218655	1467	1	2	0.174506	-0.04377	0.04861	0.0005531	0.98	0.3719
7	43895941	rs12531341	1467	3	1	0.25801	-0.0145	0.04241	7.985e-05	0.845	0.7345
7	43897247	rs11762961	1467	4	1	0.268234	-0.01035	0.04202	4.139e-05	0.829	0.8071
7	43897323	rs11769882	1467	1	3	0.26619	-0.01094	0.04215	4.595e-05	0.852	0.7969
7	43897539	rs4724279	1467	3	1	0.26619	-0.00933	0.04215	3.344e-05	0.851	0.8262
7	43897718	rs10265836	1467	1	2	0.0906612	0.03331	0.06254	0.0001936	0.663	0.5974
7	43898301	rs10239964	1467	3	1	0.26619	-0.01032	0.04223	4.079e-05	0.848	0.8084
7	43898385	rs10269664	1467	4	2	0.265508	-0.01261	0.04222	6.093e-05	0.847	0.767
7	43899440	rs4724282	1467	1	3	0.265849	-0.01241	0.04215	5.919e-05	0.846	0.7702
7	43900611	rs4724284	1467	1	3	0.312202	-0.04535	0.04368	0.0007351	0.414	0.3033
7	43905580	rs4584058	1467	1	3	0.329243	-0.04727	0.04394	0.0007892	0.397	0.2862
7	43905980	rs6463218	1467	3	2	0.175869	-0.03689	0.04854	0.000394	0.997	0.4511
7	43906544	rs6962541	1467	3	1	0.0112474	0.01653	0.1761	6.013e-06	0.312	0.9258
7	43908088	rs4236374	1467	2	4	0.217451	0.01378	0.04554	6.254e-05	0.601	0.764
7	43908134	rs9784990	1467	3	1	0.286299	0.03847	0.04284	0.0005502	0.494	0.3732
7	43908815	rs11768607	1467	3	1	0.285958	0.03293	0.04276	0.0004046	0.497	0.4451
7	43910570	rs10254547	1467	4	3	0.457396	-0.02857	0.0391	0.0003642	0.452	0.4688
7	43916032	rs2014453	1467	4	2	0.454329	-0.01943	0.03912	0.0001683	0.465	0.6224
7	43927065	rs13898	1467	1	3	0.0224949	0.06638	0.124	0.0001955	0.319	0.5956
7	43928492	rs2075070	1467	3	1	0.411725	0.04271	0.03663	0.0009273	0.729	0.2476
7	43934166	rs3217950	1467	4	2	0.0576005	-0.06308	0.07821	0.0004439	0.991	0.4238
7	43935049	rs3087370	1467	3	1	0.23756	0.009058	0.04321	2.999e-05	0.993	0.8353
7	43935576	rs758981	1467	3	2	0.058623	-0.05942	0.07766	0.0003994	0.767	0.4481
7	43935595	rs2979422	1467	2	4	0.15985	0.07557	0.04991	0.001562	0.987	0.1334
7	43936797	rs3757843	1467	4	2	0.0576005	-0.06308	0.07821	0.0004439	0.955	0.4238
7	43939870	rs2971685	1467	2	4	0.459782	0.02657	0.03641	0.0003634	0.767	0.4692
7	43940453	rs12668096	1467	4	2	0.0576005	-0.06308	0.07821	0.0004439	0.94	0.4238
7	43943825	rs10951757	1467	1	3	0.29516	-0.006683	0.04015	1.891e-05	0.877	0.8689
7	43944445	rs2922666	1467	4	3	0.161895	0.07516	0.0499	0.001546	0.923	0.1354
7	43946365	rs17831589	1467	1	3	0.226653	0.01349	0.04476	6.204e-05	0.836	0.7649
7	43947198	rs11979448	1467	3	4	0.294479	-0.006596	0.0402	1.837e-05	0.886	0.8707
7	43947411	rs17135975	1467	4	2	0.293797	-0.006768	0.04026	1.93e-05	0.878	0.8676
7	43948667	rs4397301	1467	3	2	0.236878	0.01053	0.04338	4.025e-05	0.819	0.8097
7	43950431	rs17136076	1467	3	1	0.235855	0.01457	0.04339	7.699e-05	0.859	0.7391
7	43950652	rs17769733	1467	4	2	0.235855	0.01457	0.04339	7.699e-05	0.851	0.7391
7	43951983	rs882020	1467	4	2	0.15576	0.05621	0.05099	0.0008289	0.981	0.2744
7	43952069	rs882019	1467	3	1	0.448534	0.02979	0.03658	0.0004524	0.856	0.4194
7	43952463	rs6953355	1467	4	1	0.0569189	-0.04092	0.07908	0.0001828	0.873	0.6078
7	43952788	rs12669054	1467	4	2	0.0320382	0.08241	0.1043	0.0004261	0.742	0.4332
7	43956673	rs2908277	1467	1	3	0.139059	0.0832	0.05323	0.001665	0.803	0.1213
7	43962263	rs2268576	1467	4	2	0.49182	-0.03281	0.03648	0.0005519	0.706	0.3725
7	43962514	rs2268575	1467	2	4	0.177914	0.09531	0.04783	0.002703	0.731	0.04829
7	43962561	rs2268574	1467	1	3	0.495228	-0.03379	0.03623	0.0005934	0.713	0.3551
7	43966644	rs2908297	1467	4	2	0.126108	-0.02327	0.05551	0.0001199	0.633	0.6776
7	43967722	rs2971676	1467	1	3	0.0569189	0.02031	0.07958	4.445e-05	0.46	0.8002
7	43967791	rs2268572	1467	1	3	0.126108	-0.01902	0.05569	7.964e-05	0.648	0.7348
7	43970823	rs2070971	1467	4	3	0.104294	0.02354	0.06086	0.0001021	0.559	0.7013
7	43973339	rs17832252	1467	4	3	0.149284	0.01345	0.0522	4.53e-05	0.993	0.7984
7	43974124	rs2041547	1467	4	2	0.487389	-0.04289	0.03594	0.0009714	0.822	0.2367
7	43976246	rs758989	1467	2	4	0.495228	-0.03286	0.03581	0.0005743	0.998	0.3629
7	43977152	rs2971674	1467	1	3	0.493524	-0.03106	0.03584	0.0005124	0.991	0.3902
7	43977562	rs2080033	1467	3	1	0.493183	-0.03045	0.03582	0.0004933	0.99	0.3991
7	43978234	rs7793213	1467	3	1	0.493183	-0.03045	0.03582	0.0004933	0.989	0.3991
7	43978754	rs12540369	1467	4	1	0.145535	0.00311	0.05282	2.367e-06	0.873	0.9534
7	43978845	rs12535229	1467	1	3	0.145535	0.00311	0.05282	2.367e-06	0.87	0.9534
7	43979146	rs2971672	1467	2	1	0.359577	0.03398	0.03823	0.0005389	0.921	0.3781
7	43980734	rs12673242	1467	2	4	0.13531	-0.02241	0.05381	0.0001184	0.907	0.6795
7	43983950	rs2908292	1467	4	2	0.222563	0.05731	0.04408	0.001152	0.88	0.1974
7	43984577	rs2971671	1467	2	4	0.222563	0.05731	0.04408	0.001152	0.88	0.1974
7	43984647	rs16881016	1467	2	4	0.145876	0.002165	0.05279	1.148e-06	0.86	0.9676
7	43989352	rs17172566	1467	1	3	0.145876	0.002165	0.05279	1.148e-06	0.859	0.9676
7	43989377	rs2908290	1467	1	3	0.359577	0.028	0.03818	0.000367	0.916	0.467
7	43989838	rs2284777	1467	2	4	0.146558	-0.004553	0.05273	5.091e-06	0.855	0.9317
7	43992034	rs2300587	1467	2	4	0.146558	-0.004553	0.05273	5.091e-06	0.853	0.9317
7	43992096	rs2300586	1467	1	3	0.13531	-0.02241	0.05381	0.0001184	0.983	0.6795
